name,TUITIONFEE_IN,TUITIONFEE_OUT,ADM_RATE_ALL,SAT_AVG_ALL
Lancaster County Career and Technology Center,NULL,NULL,NULL,NULL
Lebanon County Area Vocational Technical School,NULL,NULL,NULL,NULL
Indiana County Technology Center,NULL,NULL,NULL,NULL
Northern Tier Career Center,NULL,NULL,0.761904762,NULL
Clarion County Career Center Practical Nursing Program,NULL,NULL,0.771428571,NULL
Hazleton Area Career Center,NULL,NULL,NULL,NULL
All-State Career School-Pittsburgh,NULL,NULL,NULL,NULL
Colegio Tecnologico y Comercial de Puerto Rico,NULL,NULL,NULL,NULL
Quality Technical and Beauty College,NULL,NULL,NULL,NULL
D'Mart Institute,NULL,NULL,NULL,NULL
Automeca Technical College-Aguadilla,7441,7441,NULL,NULL
Fortis Institute-Cookeville,14752,14752,NULL,NULL
North Central Institute,NULL,NULL,NULL,NULL
Pipo Academy of Hair Design,NULL,NULL,NULL,NULL
Tint School of Makeup and Cosmetology-Dallas,NULL,NULL,NULL,NULL
United Technical Center,3500,3500,1,NULL
Charles H McCann Technical School,NULL,NULL,NULL,NULL
Ailano School of Cosmetology,NULL,NULL,NULL,NULL
Central California School of Continuing Education,9895,9895,NULL,NULL
Mercy Hospital School of Practical Nursing-Plantation General Hospital,NULL,NULL,0.666666667,NULL
Marion Technical College,NULL,NULL,NULL,NULL
Rivertown School of Beauty Barber Skin Care and Nails,NULL,NULL,NULL,NULL
Atlanta Institute of Music and Media,NULL,NULL,NULL,NULL
Illinois Media School,NULL,NULL,NULL,NULL
St Louis Hair Academy,NULL,NULL,NULL,NULL
New Dimensions School of Hair Design,NULL,NULL,NULL,NULL
Forbes Road Career and Technology Center,NULL,NULL,NULL,NULL
Jna Institute of Culinary Arts,12725,12725,NULL,NULL
Cortiva Institute-Seattle,NULL,NULL,NULL,NULL
Putnam Career and Technical Center,NULL,NULL,NULL,NULL
Argosy University-Northern Virginia,13438,13438,NULL,NULL
Crawford County Career and Technical Center Practical Nursing Program,NULL,NULL,NULL,NULL
Texas College of Cosmetology-San Angelo,NULL,NULL,NULL,NULL
Beauty Schools of America-Hialeah,NULL,NULL,NULL,NULL
Automeca Technical College-Bayamon,7441,7441,NULL,NULL
Automeca Technical College-Caguas,7441,7441,NULL,NULL
Automeca Technical College-Ponce,7441,7441,NULL,NULL
Centura College-Chesapeake,16637,16637,NULL,NULL
University of Phoenix-Hawaii,9900,9900,NULL,NULL
Cortiva Institute-Miami,NULL,NULL,NULL,NULL
Prism Career Institute-Cherry Hill,NULL,NULL,NULL,NULL
Southwest College of Naturopathic Medicine & Health Sciences,NULL,NULL,NULL,NULL
Escuela de Peritos Electricistas de Isabela Inc,NULL,NULL,NULL,NULL
Virginia College-Birmingham,NULL,NULL,NULL,NULL
Virginia College-Huntsville,NULL,NULL,NULL,NULL
Yeshiva D'monsey Rabbinical College,6800,6800,0.512195122,NULL
Lincoln Technical Institute-Mahwah,NULL,NULL,NULL,NULL
Career Technical Institute,NULL,NULL,NULL,NULL
Northwest Vista College,2760,13770,NULL,NULL
Oconee Fall Line Technical College,2674,4810,NULL,NULL
York County Community College,3570,6330,NULL,NULL
Northeast Technology Center-Afton,NULL,NULL,NULL,NULL
Western Suffolk BOCES,NULL,NULL,NULL,NULL
Arkansas State University-Mountain Home,2832,4440,NULL,NULL
Columbia Gorge Community College,4248,8784,NULL,NULL
Arizona State University-Polytechnic,10301,26038,0.778069173,1219
Colleen O'Haras Beauty Academy,NULL,NULL,NULL,NULL
Bakke Graduate University,NULL,NULL,NULL,NULL
Tillamook Bay Community College,3852,4572,NULL,NULL
Argosy University-Schaumburg,13438,13438,NULL,NULL
Manhattan School of Computer Technology,NULL,NULL,NULL,NULL
Ross College-Hopkinsville,NULL,NULL,NULL,NULL
Indian Capital Technology Center-Sallisaw,NULL,NULL,NULL,NULL
Indian Capital Technology Center-Stilwell,NULL,NULL,NULL,NULL
Hairitage Hair Academy,NULL,NULL,NULL,NULL
Cadillac Institute of Cosmetology,NULL,NULL,NULL,NULL
Arizona College-Glendale,15524,15524,0.5,NULL
Vanguard-Sentinel Adult Career and Technology Center,NULL,NULL,NULL,NULL
House of Heavilin Beauty College-Raymore,NULL,NULL,NULL,NULL
Living Arts College,17104,17104,0.829059829,NULL
New York Conservatory for Dramatic Arts,33242,33242,0.953367876,NULL
Eastern International College-Jersey City,21225,21225,NULL,NULL
Academia Serrant Inc,NULL,NULL,NULL,NULL
Champion Institute of Cosmetology,NULL,NULL,NULL,NULL
Pacific College,NULL,NULL,NULL,NULL
American College of Healthcare and Technology,NULL,NULL,NULL,NULL
Compu-Med Vocational Careers Corp,NULL,NULL,NULL,NULL
Advantage Technical College,NULL,NULL,NULL,NULL
Midwestern University-Glendale,NULL,NULL,NULL,NULL
Oregon Coast Community College,4140,8280,NULL,NULL
Gwinnett College-Sandy Springs,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Brockton,NULL,NULL,NULL,NULL
Mildred Elley-Pittsfield Campus,13845,13845,NULL,NULL
Embry-Riddle Aeronautical University-Worldwide,9000,9000,0.737117347,1217
Merkaz Bnos-Business School,NULL,NULL,0.886363636,NULL
Lia Schorr Institute of Cosmetic Skin Care Training,NULL,NULL,NULL,NULL
CET-Alexandria,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Chesapeake,16757,16757,NULL,NULL
Centura College-Richmond Main,16337,16337,NULL,NULL
Osceola Technical College,NULL,NULL,NULL,NULL
Miami Ad School-Wynwood,19400,19400,NULL,NULL
Green Country Technology Center,NULL,NULL,0.967213115,NULL
Nova College de Puerto Rico,NULL,NULL,NULL,NULL
John Wesley International Barber and Beauty College,NULL,NULL,NULL,NULL
Platt College-Lawton,NULL,NULL,NULL,NULL
Southeastern College-West Palm Beach,19024,19024,NULL,NULL
Ottawa University-Milwaukee,NULL,NULL,0.804504505,1027
Argosy University-Tampa,13438,13438,NULL,NULL
The Illinois Institute of Art-Schaumburg,17482,17482,NULL,NULL
Klamath Community College,4170,6978,NULL,NULL
The Art Institute of Phoenix,17410,17410,NULL,NULL
L3 Commercial Training Solutions Airline Academy,NULL,NULL,NULL,NULL
American College of Acupuncture and Oriental Med,NULL,NULL,NULL,NULL
AOMA Graduate School of Integrative Medicine,NULL,NULL,NULL,NULL
Urban College of Boston,7124,7124,NULL,NULL
Branford Hall Career Institute-Windsor Campus,NULL,NULL,NULL,NULL
Golf Academy of America-Orlando,NULL,NULL,NULL,NULL
Golf Academy of America-Phoenix,NULL,NULL,NULL,NULL
Strayer University-Maryland,13857,13857,NULL,NULL
Empire Beauty School-Bordentown,NULL,NULL,NULL,NULL
Empire Beauty School-Monroeville,NULL,NULL,NULL,NULL
Southern Careers Institute-San Antonio,NULL,NULL,NULL,NULL
Cortiva Institute-Virginia,NULL,NULL,NULL,NULL
Cayce/Reilly School of Massage,NULL,NULL,NULL,NULL
CET-Sacramento,NULL,NULL,NULL,NULL
Prism Career Institute-West Atlantic City,NULL,NULL,NULL,NULL
The Creative Center,27700,27700,0.651162791,NULL
Studio Jewelers,NULL,NULL,NULL,NULL
Praxis Institute,NULL,NULL,NULL,NULL
San Juan Bautista School of Medicine,9172,15022,1,NULL
Texas Health and Science University,NULL,NULL,NULL,NULL
Carver Career Center,NULL,NULL,NULL,NULL
New Hampshire Institute of Art,26880,26880,0.994252874,NULL
Cayuga Onondaga BOCES-Practical Nursing Program,10240,10240,0.769230769,NULL
Clearfield County Career and Technology Center,NULL,NULL,NULL,NULL
Colegio de Cinematografia Artes y Television,6560,6560,NULL,NULL
Delaware County Technical School-Practical Nursing Program,NULL,NULL,1,NULL
Mid-Del Technology Center,NULL,NULL,NULL,NULL
New York Institute of Massage Inc,NULL,NULL,NULL,NULL
Jolie Hair and Beauty Academy-Ludlow,NULL,NULL,NULL,NULL
Dutchess BOCES-Practical Nursing Program,NULL,NULL,0.790123457,NULL
Escuela Tecnica de Electricidad,9950,9950,NULL,NULL
Institute of Technology,NULL,NULL,NULL,NULL
Garnet Career Center,NULL,NULL,NULL,NULL
Bristol Technical Education Center,NULL,NULL,NULL,NULL
Genesee Valley BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL
Henrico County-Saint Marys Hospital School of Practical Nursing,NULL,NULL,0.596153846,NULL
Herkimer County BOCES-Practical Nursing Program,NULL,NULL,NULL,NULL
International Beauty College,NULL,NULL,NULL,NULL
Cape Coral Technical College,NULL,NULL,NULL,NULL
Massachusetts General Hospital Dietetic Internship,NULL,NULL,NULL,NULL
Mercy Hospital School of Nursing,15315,15315,0.857142857,NULL
Mitchell Cosmetology College,NULL,NULL,NULL,NULL
Northland Career Center,NULL,NULL,NULL,NULL
Ocean County Vocational-Technical School,NULL,NULL,NULL,NULL
Putnam Westchester BOCES-Practical Nursing Program,NULL,NULL,0.219178082,NULL
Brightwood College-San Antonio-Ingram,NULL,NULL,NULL,NULL
Trinity College of Puerto Rico,7292,7292,NULL,NULL
Virginia Sewing Machines and School Center,NULL,NULL,NULL,NULL
Vogue Beauty and Barber School,NULL,NULL,NULL,NULL
Yeshiva of the Telshe Alumni,9500,9500,1,NULL
Northeast Technology Center-Kansas,NULL,NULL,NULL,NULL
Kenneth Shuler School of Cosmetology-Rock Hill,NULL,NULL,NULL,NULL
University of Phoenix-Washington,9960,9960,NULL,NULL
University of Phoenix-Oregon,NULL,NULL,NULL,NULL
CET-El Paso,NULL,NULL,NULL,NULL
Brightwood College-Riverside,NULL,NULL,NULL,NULL
Appalachian School of Law,NULL,NULL,NULL,NULL
LIU Hudson at Westchester,NULL,NULL,0.834699949,1141
Platt College-Ontario,13794,13794,NULL,NULL
Delaware College of Art and Design,25710,25710,0.79,NULL
American University of Health Sciences,21058,21058,1,NULL
Career Networks Institute,NULL,NULL,NULL,NULL
Monty Tech,NULL,NULL,0.872340426,NULL
Okaloosa Technical College,NULL,NULL,NULL,NULL
Lincoln Technical Institute-Lincoln,NULL,NULL,NULL,NULL
Wayne County Schools Career Center,NULL,NULL,NULL,NULL
Blessing Hospital School of Medical Laboratory Technology,NULL,NULL,NULL,NULL
Carolinas College of Health Sciences,14616,14616,0.243902439,NULL
Western Governors University,6070,6070,NULL,NULL
California Aeronautical University,10000,10000,NULL,NULL
Sullivan and Cogliano Training Center,NULL,NULL,NULL,NULL
Herzing University-Kenner,13850,13850,0.79408284,NULL
Spencerian College-Lexington,21525,21525,NULL,NULL
Florida Gulf Coast University,6118,25162,0.642640254,1141
Seacoast Career Schools-Sanford Campus,NULL,NULL,NULL,NULL
Little Priest Tribal College,5140,5140,NULL,NULL
South Louisiana Community College,4205,7810,NULL,NULL
Pima Medical Institute-Chula Vista,NULL,NULL,NULL,NULL
Lincoln College of Technology-Marietta,NULL,NULL,NULL,NULL
Academy of Hair Design-Lufkin,NULL,NULL,NULL,NULL
Academy of Hair Design-Beaumont,NULL,NULL,NULL,NULL
Anson College of Cosmetology,NULL,NULL,NULL,NULL
Cortiva Institute-Baltimore,NULL,NULL,NULL,NULL
Toni & Guy Hairdressing Academy-Worcester,NULL,NULL,NULL,NULL
Northwest HVAC/R Training Center,NULL,NULL,NULL,NULL
Myotherapy Institute,16750,16750,NULL,NULL
Florida College of Integrative Medicine,NULL,NULL,NULL,NULL
New Professions Technical Institute,NULL,NULL,NULL,NULL
Strand College of Hair Design,NULL,NULL,NULL,NULL
Branford Hall Career Institute-Southington Campus,NULL,NULL,NULL,NULL
City College-Miami,13695,13695,NULL,NULL
Ilisagvik College,3820,3820,NULL,NULL
Community College of Baltimore County,4022,10340,NULL,NULL
Golf Academy of America-Myrtle Beach,NULL,NULL,NULL,NULL
Florida Coastal School of Law,NULL,NULL,NULL,NULL
White Earth Tribal and Community College,4281,4281,NULL,NULL
Blue Cliff College-Metairie,NULL,NULL,NULL,NULL
Creative Images Institute of Cosmetology-North Dayton,NULL,NULL,NULL,NULL
Dewey University-Carolina,7495,7495,NULL,NULL
Yeshiva College of the Nations Capital,10000,10000,NULL,NULL
University of Phoenix-Maryland,NULL,NULL,NULL,NULL
Louisiana State University Health Sciences Center-Shreveport,NULL,NULL,NULL,NULL
Central Career Institute LLC,NULL,NULL,NULL,NULL
Franklin Career Institute,NULL,NULL,NULL,NULL
Montessori Institute of Milwaukee,NULL,NULL,NULL,NULL
Hair Academy II,NULL,NULL,NULL,NULL
Pryor Beauty College,NULL,NULL,NULL,NULL
Argosy University-Phoenix,13438,13438,NULL,NULL
Mr Leon's School of Hair Design-Lewiston,NULL,NULL,NULL,NULL
Vatterott College-Sunset Hills,11346,11346,NULL,NULL
Southwest Acupuncture College-Boulder,NULL,NULL,NULL,NULL
Cortiva Institute-Orem,NULL,NULL,NULL,NULL
River Parishes Community College,4079,8123,NULL,NULL
Los Angeles Film School,NULL,NULL,NULL,NULL
Argosy University-Orange County,13438,13438,NULL,NULL
Dewey University-Bayamon,7495,7495,NULL,NULL
National American University-Bloomington,15000,15000,NULL,NULL
Century College,6875,6875,NULL,NULL
FINE Mortuary College,20520,20520,NULL,NULL
International Baptist College and Seminary,11250,11250,NULL,NULL
Gwinnett College,NULL,NULL,NULL,NULL
Fortis College-Foley,NULL,NULL,NULL,NULL
Medical Training College,NULL,NULL,NULL,NULL
Toni & Guy Hairdressing Academy-Plano,NULL,NULL,NULL,NULL
University of Connecticut-Waterbury Campus,12838,34906,0.565938885,1249
University of Connecticut-Avery Point,12838,34906,0.565938885,1249
University of Connecticut-Stamford,12848,34916,0.565938885,1249
Vatterott College-Oklahoma City,10427,10427,NULL,NULL
University of Management and Technology,9450,9450,NULL,NULL
Baton Rouge Community College,4221,8299,NULL,NULL
IYRS School of Technology & Trades,NULL,NULL,1,NULL
Linfield College-School of Nursing,NULL,NULL,0.807741935,1126
Midwest Technical Institute-Springfield,NULL,NULL,NULL,NULL
Advanced Barber College and Hair Design,NULL,NULL,NULL,NULL
The College of Health Care Professions-Austin,NULL,NULL,NULL,NULL
Monteclaro Escuela de Hoteleria y Artes Culinarias,NULL,NULL,0.875,NULL
New Community Workforce Development Center,NULL,NULL,NULL,NULL
Dallas Nursing Institute,NULL,NULL,0.106854839,NULL
Professional Golfers Career College,17000,17000,NULL,NULL
Chester Career College,NULL,NULL,NULL,NULL
Milan Institute-San Antonio Ingram,NULL,NULL,NULL,NULL
Rudae's School of Beauty Culture-Ft Wayne,NULL,NULL,NULL,NULL
Carrington College-San Jose,NULL,NULL,0.541941565,NULL
Stevens-Henager College,16968,16968,NULL,NULL
Brookline College-Tucson,NULL,NULL,NULL,NULL
McCann School of Business & Technology,11005,11005,NULL,NULL
Platt College-McCann-Lewisburg,11346,11346,NULL,NULL
Carrington College-Pleasant Hill,NULL,NULL,0.541941565,NULL
Cortiva Institute-Maitland,NULL,NULL,NULL,NULL
Modern Hairstyling Institute-Carolina,NULL,NULL,1,NULL
Stratford University,15135,15135,NULL,NULL
Universal Technical Institute of California Inc,NULL,NULL,NULL,NULL
American InterContinental University-Atlanta,11425,11425,NULL,NULL
Altierus Career College-Chesapeake,10407,10407,NULL,NULL
The Academy of Hair Design Six,NULL,NULL,NULL,NULL
Eastern West Virginia Community and Technical College,3552,6936,NULL,NULL
Aviation Institute of Maintenance-Indianapolis,16757,16757,NULL,NULL
Branford Hall Career Institute-Springfield Campus,NULL,NULL,NULL,NULL
Remington College-Little Rock Campus,16950,16950,NULL,NULL
IVAEM College,NULL,NULL,NULL,NULL
Midwest College of Oriental Medicine-Evanston,NULL,NULL,NULL,NULL
Argosy University-Seattle,NULL,NULL,NULL,NULL
Carrington College-Spokane,NULL,NULL,0.634831461,NULL
Brightwood College-Friendswood,NULL,NULL,NULL,NULL
Pierce College-Puyallup,3831,4245,NULL,NULL
Cascadia College,3828,9181,NULL,NULL
Johnson & Wales University-Denver,31508,31508,0.846694262,NULL
University of Phoenix-Ohio,NULL,NULL,NULL,NULL
CBD College,NULL,NULL,NULL,NULL
East West College of Natural Medicine,10675,10675,NULL,NULL
Atlantic Institute of Oriental Medicine,NULL,NULL,NULL,NULL
MDT College of Health Sciences,26535,26535,0.4375,NULL
Bennett Career Institute,NULL,NULL,NULL,NULL
Blue Cliff College-Shreveport,NULL,NULL,NULL,NULL
Blue Cliff College-Lafayette,NULL,NULL,NULL,NULL
Quest College,NULL,NULL,NULL,NULL
Community Care College,NULL,NULL,NULL,NULL
Crossroads Bible College,12400,12400,NULL,NULL
Erie 1 BOCES,NULL,NULL,0.239808153,NULL
HDS Truck Driving Institute,NULL,NULL,NULL,NULL
International Training Careers,NULL,NULL,NULL,NULL
The King's University,14400,14400,0.518987342,1100
Fortis College-Baton Rouge,14412,14412,NULL,NULL
My Le's Beauty College,NULL,NULL,NULL,NULL
New Concept Massage and Beauty School,NULL,NULL,NULL,NULL
New York College of Traditional Chinese Medicine,NULL,NULL,NULL,NULL
Fortis College-Orange Park,15213,15213,NULL,NULL
Northeastern Seminary,NULL,NULL,NULL,NULL
Omega Institute of Cosmetology,NULL,NULL,NULL,NULL
Pacific Islands University,5428,5428,1,NULL
PCI College,NULL,NULL,NULL,NULL
Rosedale Bible College,8756,8756,NULL,NULL
American Career College-Lynwood,NULL,NULL,NULL,NULL
Seattle Institute of East Asian Medicine,NULL,NULL,NULL,NULL
Shawnee Beauty College,NULL,NULL,NULL,NULL
Acupuncture and Massage College,10765,10765,NULL,NULL
Universal Therapeutic Massage Institute,NULL,NULL,NULL,NULL
Upper Valley Educators Institute,NULL,NULL,NULL,NULL
Keck Graduate Institute,NULL,NULL,NULL,NULL
Aviation Institute of Maintenance-Atlanta,16657,16657,NULL,NULL
Empire Beauty School-Kennesaw,NULL,NULL,NULL,NULL
Career Training Academy-Pittsburgh,NULL,NULL,NULL,NULL
Huntingdon County Career and Technology Center,NULL,NULL,NULL,NULL
Missouri College of Cosmetology North,NULL,NULL,NULL,NULL
New York Automotive and Diesel Institute,NULL,NULL,NULL,NULL
Remington College-Baton Rouge Campus,16950,16950,NULL,NULL
Brightwood College-Beaumont,NULL,NULL,NULL,NULL
Brightwood College-Laredo,NULL,NULL,NULL,NULL
The Art Institute of Washington,17590,17590,NULL,NULL
New Saint Andrews College,12450,12450,NULL,NULL
Arkansas State University-Newport,2760,4224,NULL,NULL
Marlboro College Graduate & Professional Studies,NULL,NULL,0.966942149,NULL
University of Phoenix-Massachusetts,NULL,NULL,NULL,NULL
University of Phoenix-Wisconsin,NULL,NULL,NULL,NULL
University of Phoenix-Idaho,NULL,NULL,NULL,NULL
Atenas College,6465,6465,NULL,NULL
Onondaga Cortland Madison BOCES,NULL,NULL,NULL,NULL
National American University-Ellsworth AFB Extension,6075,6075,NULL,NULL
National American University-Albuquerque West,15000,15000,NULL,NULL
National American University-Brooklyn Center,15000,15000,NULL,NULL
Interactive College of Technology,9530,9530,NULL,NULL
Pillar College,21076,21076,NULL,NULL
Miami Ad School-San Francisco,19400,19400,NULL,NULL
Oregon State University-Cascades Campus,9774,28749,0.785545954,1196
Milan Institute-Amarillo,NULL,NULL,NULL,NULL
Vatterott College-Dividend,11068,11068,NULL,NULL
Vatterott College-Tulsa,11529,11529,NULL,NULL
Vatterott College-Wichita,11237,11237,NULL,NULL
Southern University Law Center,NULL,NULL,0.454682495,988
Lincoln Technical Institute-Lowell,NULL,NULL,NULL,NULL
Texas Barber College,NULL,NULL,NULL,NULL
Altierus Career College-Houston Hobby,NULL,NULL,NULL,NULL
Platt College-Miller-Motte Technical-Charleston,10940,10940,NULL,NULL
American Career College-Anaheim,NULL,NULL,NULL,NULL
Saginaw Chippewa Tribal College,2040,2040,NULL,NULL
Wyotech-Blairsville,NULL,NULL,NULL,NULL
Richmont Graduate University,NULL,NULL,NULL,NULL
The Seattle School of Theology & Psychology,NULL,NULL,NULL,NULL
